plant,disease,area_m2,severity,lat,lon,date
Tomato,Septoria Leaf Spot,993,0.76,-1.2058,-78.6898,2025-08-25
Tomato,Septoria Leaf Spot,4700,0.26,0.3791,-78.0186,2026-01-17
Potato,Late Blight,171,0.27,-0.8217,-78.5277,2025-04-19
Tomato,Target Spot,3580,0.68,-0.565,-76.8885,2026-02-18
Tomato,Target Spot,398,0.41,-1.54,-78.0293,2025-10-14
Potato,Black Scurf,2219,0.5,-2.7998,-78.8588,2025-05-24
Potato,Late Blight,430,0.34,-0.06,-78.7145,2026-02-19
Potato,Late Blight,466,0.43,-0.8506,-79.2711,2025-07-29
Tomato,Septoria Leaf Spot,4527,0.63,-1.7028,-78.7328,2026-01-29
Potato,Late Blight,1327,0.44,-1.6271,-78.5942,2025-04-29
Potato,Late Blight,4209,0.58,-0.4273,-77.0451,2025-09-17
Tomato,Bacterial Spot,1128,0.83,-1.7092,-78.6602,2025-04-27
Tomato,Leaf Mold,2584,0.66,-1.805,-78.7205,2025-09-30
Tomato,Late Blight,1826,0.11,-1.2457,-77.7969,2025-06-21
Potato,Black Scurf,4858,0.71,-2.3779,-79.8309,2025-11-25
Tomato,Leaf Mold,619,0.43,-0.4806,-76.9968,2026-02-26
Potato,Common Scab,2292,0.82,-0.9842,-79.4253,2025-11-13
Potato,Early Blight,2455,0.27,-1.5025,-78.5197,2025-06-30
Tomato,Target Spot,4137,0.23,-0.5211,-76.892,2025-10-31
Potato,Early Blight,4447,0.6,-1.3484,-78.0918,2025-05-29
Potato,Black Scurf,1771,0.94,-1.0726,-79.4683,2025-10-18
Tomato,Late Blight,4390,0.92,-1.0811,-80.2149,2026-01-11
Potato,Early Blight,2253,0.5,-1.1773,-80.44,2026-01-04
Tomato,Spider Mites,1858,0.86,0.061,-76.8156,2025-12-22
Potato,Late Blight,3990,0.23,-2.8257,-78.9485,2025-06-12
Tomato,Yellow Leaf Curl Virus,4773,0.53,-1.0031,-78.482,2025-12-21
Potato,Early Blight,1751,0.9,0.2844,-78.1017,2025-10-12
Tomato,Septoria Leaf Spot,2041,0.39,-1.6984,-77.6727,2025-10-01
Potato,Early Blight,3498,0.35,-0.983,-79.4365,2026-02-23
Tomato,Target Spot,2730,0.71,-2.9305,-78.8729,2025-07-06
Potato,Early Blight,372,0.15,-0.9898,-79.4475,2025-08-25
Tomato,Late Blight,3741,0.64,-0.2905,-76.9712,2026-02-02
Tomato,Target Spot,737,0.18,-2.8064,-78.9097,2025-09-02
Potato,Late Blight,1680,0.99,-1.359,-77.7966,2025-10-11
Potato,Early Blight,4258,0.57,-1.0964,-78.4991,2026-03-16
Potato,Common Scab,2124,0.43,-0.3664,-76.93,2025-04-29
Tomato,Yellow Leaf Curl Virus,4129,0.4,-1.6388,-78.4824,2025-06-29
Tomato,Spider Mites,4316,0.59,0.2886,-78.0946,2025-09-05
Potato,Common Scab,1051,0.97,-1.5403,-77.8818,2025-09-28
Tomato,Yellow Leaf Curl Virus,2317,0.86,0.1373,-78.1021,2026-01-28
Potato,Late Blight,1218,0.98,-0.1555,-78.7068,2025-11-17
Potato,Early Blight,1191,0.25,-1.7421,-78.6748,2025-05-07
Potato,Early Blight,1993,0.31,-0.3447,-78.4013,2025-10-25
Potato,Late Blight,947,0.51,-0.8529,-80.2764,2025-08-31
Potato,Common Scab,168,0.67,-3.865,-79.298,2025-04-20
Tomato,Late Blight,1730,0.54,-2.3986,-78.3589,2025-06-11
Potato,Common Scab,1983,0.82,0.0728,-76.947,2025-05-03
Tomato,Target Spot,2163,0.85,-2.068,-78.2476,2025-12-07
Tomato,Bacterial Spot,3791,0.25,0.4802,-78.2406,2026-03-03
Tomato,Yellow Leaf Curl Virus,2065,1.0,0.0836,-76.8216,2025-08-20
Potato,Late Blight,2368,0.71,-0.3728,-78.6078,2025-11-28
Potato,Common Scab,1481,0.36,-2.255,-79.6058,2026-01-11
Potato,Black Scurf,2565,0.87,-0.3347,-77.0313,2025-04-19
Potato,Common Scab,4319,0.37,-0.8796,-78.6862,2026-01-12
Tomato,Septoria Leaf Spot,2468,0.79,-1.5257,-78.0796,2026-03-17
Potato,Early Blight,570,0.24,-1.1528,-78.6218,2025-07-20
Potato,Late Blight,4300,0.26,0.0185,-77.1649,2025-07-26
Potato,Early Blight,4418,0.5,-2.9734,-79.1426,2026-03-02
Potato,Early Blight,2375,0.79,-3.8202,-79.224,2025-09-16
Tomato,Bacterial Spot,2278,0.71,-1.5069,-78.7536,2025-07-31
Tomato,Late Blight,1844,0.23,0.0967,-76.8909,2025-09-02
Tomato,Septoria Leaf Spot,795,0.97,-1.643,-78.5953,2025-08-30
Tomato,Leaf Mold,1835,0.9,-4.0238,-79.1874,2025-11-08
Potato,Black Scurf,2955,0.44,-2.2882,-78.4404,2025-10-29
Tomato,Spider Mites,1695,0.53,-1.1356,-78.6754,2025-12-17
Potato,Late Blight,375,0.83,-0.8779,-79.4075,2025-10-13
Tomato,Septoria Leaf Spot,4302,0.53,-1.5641,-78.7462,2026-02-15
Tomato,Yellow Leaf Curl Virus,2335,0.64,-1.162,-80.4058,2025-11-22
Tomato,Leaf Mold,2135,0.89,0.3257,-76.6331,2025-10-18
Potato,Common Scab,3013,0.33,-2.0584,-79.8125,2026-03-21
Tomato,Septoria Leaf Spot,1923,0.76,-0.6034,-76.8968,2025-11-03
Tomato,Yellow Leaf Curl Virus,1925,0.26,-1.6737,-78.7898,2026-03-18
Potato,Common Scab,1724,0.97,-4.1841,-79.0942,2026-01-12
Tomato,Yellow Leaf Curl Virus,2080,0.3,-1.0532,-77.7579,2026-03-17
Tomato,Target Spot,2270,0.53,-1.0967,-79.5947,2025-09-16
Tomato,Bacterial Spot,3322,0.24,-3.0617,-78.7652,2025-07-16
Potato,Late Blight,4618,0.16,0.2636,-76.9206,2026-03-22
Tomato,Late Blight,4524,0.81,-1.0555,-80.2969,2025-08-05
Tomato,Bacterial Spot,4247,0.8,-1.6251,-78.4856,2025-05-06
Potato,Early Blight,3508,0.51,-1.1251,-77.874,2025-06-21
Tomato,Bacterial Spot,3975,0.52,-1.5587,-77.8555,2025-08-10
Tomato,Leaf Mold,3502,0.46,-1.2392,-80.5411,2025-09-13
Tomato,Target Spot,4735,0.25,-1.6304,-78.458,2025-10-29
Potato,Black Scurf,3534,0.56,0.4289,-78.1345,2026-03-19
Tomato,Leaf Mold,4527,0.7,0.0589,-76.7317,2025-05-22
Tomato,Leaf Mold,4248,0.86,-0.2981,-78.4603,2025-10-08
Tomato,Leaf Mold,1983,0.18,-1.2281,-78.45,2025-11-24
Potato,Black Scurf,3003,0.94,-0.0647,-78.3504,2025-03-29
Tomato,Yellow Leaf Curl Virus,4329,0.19,-1.1653,-80.2185,2025-10-29
Tomato,Septoria Leaf Spot,2368,0.9,-0.9789,-79.6063,2025-03-31
Tomato,Target Spot,639,0.22,0.4288,-78.0185,2025-09-15
Tomato,Septoria Leaf Spot,263,0.9,-0.7411,-80.2873,2025-05-22
Tomato,Spider Mites,726,0.3,-2.2494,-79.7593,2025-05-29
Potato,Common Scab,696,0.63,-1.0404,-79.6432,2026-03-24
Tomato,Target Spot,157,0.79,-1.5214,-77.9667,2026-03-09
Tomato,Target Spot,4198,0.63,-2.1932,-78.1251,2025-11-18
Potato,Early Blight,67,0.57,-2.2103,-79.8604,2025-08-30
Tomato,Spider Mites,2486,0.66,0.0061,-76.9567,2025-08-06
Potato,Early Blight,4375,0.22,-1.2139,-79.4739,2025-09-13
Potato,Common Scab,2861,0.56,-3.0635,-79.0882,2025-10-03
Potato,Early Blight,2163,0.21,-1.5578,-78.5927,2025-04-01
Potato,Black Scurf,961,0.2,-2.9366,-78.9013,2025-11-29
Potato,Early Blight,566,0.71,0.3164,-77.0614,2025-05-19
Potato,Early Blight,548,0.24,-1.3692,-78.7967,2025-10-19
Tomato,Spider Mites,484,0.11,0.1958,-76.9245,2025-10-25
Potato,Late Blight,3448,0.55,-0.1086,-78.5976,2026-01-27
Potato,Black Scurf,4030,0.89,-0.2371,-77.07,2026-01-16
Tomato,Bacterial Spot,3399,0.27,-1.636,-78.6656,2026-02-13
Potato,Early Blight,4333,0.38,-1.1309,-77.9288,2025-04-28
Potato,Common Scab,4263,0.49,0.2636,-77.9683,2025-10-14
Potato,Late Blight,4741,0.41,-0.9922,-80.2341,2025-11-10
Tomato,Bacterial Spot,3281,0.43,-1.6241,-78.0454,2026-02-06
Potato,Late Blight,397,0.96,-0.1515,-78.5476,2026-03-14
Potato,Late Blight,2837,0.92,-0.8407,-78.6124,2025-04-12
Potato,Common Scab,305,0.97,0.1787,-76.9788,2025-06-15
Potato,Common Scab,1394,0.6,-0.9661,-77.6552,2026-02-24
Potato,Common Scab,3008,0.49,-0.801,-78.4704,2025-07-19
Potato,Black Scurf,3190,0.76,-2.2328,-77.973,2026-03-17
Potato,Early Blight,4319,0.94,-1.7132,-78.5533,2025-07-26
Tomato,Septoria Leaf Spot,3220,0.21,-1.5289,-78.6575,2025-09-07
Potato,Early Blight,3567,0.52,-0.991,-77.829,2025-08-31
Potato,Common Scab,2531,0.58,-0.9171,-77.5976,2025-12-08
Tomato,Yellow Leaf Curl Virus,665,0.13,0.049,-78.1725,2025-09-08
Tomato,Bacterial Spot,319,0.47,-0.8253,-80.2311,2025-09-08
Potato,Early Blight,240,0.41,-0.8914,-77.5526,2025-09-18
Tomato,Leaf Mold,828,0.88,-1.0461,-79.472,2025-11-14
Tomato,Septoria Leaf Spot,4634,0.34,-0.8097,-78.4949,2025-05-10
Potato,Late Blight,3794,0.81,-0.4847,-76.8844,2025-08-27
Potato,Late Blight,4245,0.37,-1.9645,-77.9583,2025-09-23
Potato,Black Scurf,225,0.75,-0.3347,-78.3716,2025-07-02
Tomato,Yellow Leaf Curl Virus,1202,0.31,-3.9465,-79.3339,2025-07-14
Potato,Common Scab,1691,0.4,-1.1288,-78.5422,2025-04-08
Potato,Early Blight,932,0.42,-0.072,-78.4428,2025-11-30
Tomato,Spider Mites,4080,0.39,-1.0629,-78.4995,2025-11-07
Tomato,Septoria Leaf Spot,191,0.57,-0.9064,-78.4397,2025-12-04
Potato,Late Blight,2915,0.22,-1.0878,-79.4345,2026-01-05
Tomato,Yellow Leaf Curl Virus,4205,0.38,-0.1003,-76.8991,2025-09-30
Tomato,Late Blight,2593,0.61,-2.8207,-79.051,2025-04-02
Tomato,Septoria Leaf Spot,2128,0.76,0.5379,-78.19,2026-03-19
Tomato,Bacterial Spot,4576,0.39,0.1876,-77.1406,2026-02-17
Tomato,Bacterial Spot,1927,0.41,-0.4344,-76.8922,2025-07-20
Tomato,Yellow Leaf Curl Virus,4301,0.93,0.3801,-78.1474,2025-07-12
Potato,Black Scurf,2067,0.88,-0.8896,-77.9804,2025-08-22
Potato,Early Blight,1083,0.63,-1.024,-78.6868,2025-05-13
Potato,Early Blight,3951,0.23,-0.4837,-76.9926,2025-04-12
Tomato,Septoria Leaf Spot,1670,0.84,-1.6381,-78.7239,2025-07-23
Tomato,Yellow Leaf Curl Virus,2799,0.62,-0.9694,-78.9304,2025-07-24
Potato,Early Blight,411,0.36,-0.2456,-78.6009,2025-11-06
Tomato,Late Blight,1561,0.35,-0.9799,-78.6936,2026-02-23
Tomato,Target Spot,1504,0.29,-1.2834,-78.141,2026-02-22
Tomato,Leaf Mold,4723,0.69,-1.6488,-78.0603,2026-03-17
Tomato,Target Spot,2443,0.79,-0.1379,-78.4196,2026-03-11
Tomato,Target Spot,4555,0.52,-3.9515,-79.1575,2025-11-16
Potato,Black Scurf,3567,0.83,-2.1049,-79.7958,2025-12-04
Potato,Common Scab,4146,0.69,-0.8779,-79.2883,2025-09-28
Potato,Black Scurf,3657,0.95,-1.0272,-78.6557,2025-04-02
Tomato,Bacterial Spot,3008,0.97,-2.7884,-79.0285,2026-02-17
Tomato,Target Spot,3175,0.74,-0.8101,-77.8531,2025-10-11
Tomato,Spider Mites,4005,0.29,-1.0661,-79.4325,2025-09-25
Potato,Early Blight,2251,0.33,-1.7292,-77.9866,2026-01-22
Tomato,Yellow Leaf Curl Virus,4296,0.73,-0.9827,-79.6031,2025-07-18
Tomato,Leaf Mold,3581,0.94,-2.3633,-79.9115,2026-02-08
Tomato,Bacterial Spot,923,0.79,-3.0106,-78.9741,2025-09-06
Potato,Black Scurf,3710,0.71,-1.425,-77.9154,2025-12-20
Potato,Late Blight,3249,0.69,-1.9931,-78.4714,2025-11-15
Potato,Early Blight,2934,0.52,-0.1888,-78.5026,2026-02-18
Tomato,Spider Mites,3878,0.95,-1.0701,-77.8669,2026-03-18
Potato,Common Scab,3815,0.27,-0.7812,-77.7296,2025-04-12
Tomato,Spider Mites,249,0.59,-3.0387,-79.1588,2026-01-27
Potato,Black Scurf,4404,0.55,-0.9832,-78.6573,2025-05-29
Tomato,Bacterial Spot,1722,0.53,-1.6129,-78.4052,2025-05-17
Tomato,Septoria Leaf Spot,2884,0.28,-0.4514,-76.8242,2025-09-27
Potato,Common Scab,639,0.34,-2.4215,-78.2541,2026-03-03
Potato,Late Blight,2824,0.35,-0.9543,-79.4312,2025-07-04
Tomato,Bacterial Spot,3114,0.36,0.2215,-76.8124,2026-02-08
Tomato,Target Spot,471,0.88,-1.0595,-78.6082,2025-07-13
Potato,Black Scurf,4439,0.21,-1.6975,-78.6076,2025-06-13
Tomato,Late Blight,1736,0.44,-4.1423,-79.4236,2025-04-10
Potato,Early Blight,4982,0.15,-1.1264,-79.4819,2026-02-11
Tomato,Leaf Mold,3367,0.74,-0.597,-76.9571,2026-01-25
Potato,Late Blight,822,0.96,-1.362,-78.5991,2025-06-05
Potato,Early Blight,569,0.24,-0.9186,-78.7179,2025-07-30
Potato,Common Scab,4605,0.43,-1.7774,-78.5452,2025-09-12
Tomato,Bacterial Spot,2880,0.68,-2.1592,-78.1339,2025-05-07
Tomato,Spider Mites,3639,0.78,-2.8523,-79.0592,2025-09-21
Potato,Early Blight,4168,0.25,-1.5238,-78.6512,2025-07-05
Tomato,Yellow Leaf Curl Virus,2304,0.83,-0.4622,-76.7762,2026-01-22
Tomato,Leaf Mold,3805,0.11,-1.2936,-78.7023,2026-01-05
Potato,Common Scab,2080,0.45,-1.1474,-78.602,2025-06-05
Potato,Late Blight,2373,0.49,-3.0311,-79.0243,2026-01-31
Tomato,Septoria Leaf Spot,2857,0.68,-4.0153,-79.2038,2025-10-26
Potato,Early Blight,1795,0.97,-0.9846,-78.5108,2026-01-06
Potato,Black Scurf,1703,0.76,-0.3047,-78.4603,2025-09-03
Potato,Common Scab,3201,0.16,-1.11,-77.8739,2025-11-10
Potato,Early Blight,1005,0.13,-2.3461,-79.858,2026-01-29
Tomato,Late Blight,2799,0.13,-1.8888,-78.6448,2025-05-17
Potato,Black Scurf,2155,0.57,-1.4103,-78.5601,2025-10-05
Potato,Early Blight,1418,0.19,-1.6241,-78.453,2026-01-16
Potato,Late Blight,1318,0.79,-1.1252,-79.4407,2026-03-16
Potato,Early Blight,210,0.19,-0.9294,-78.7141,2025-03-25
Tomato,Yellow Leaf Curl Virus,3995,0.21,-1.027,-80.3256,2025-08-07
Potato,Common Scab,4471,0.17,-1.6024,-78.0719,2026-02-18
Potato,Late Blight,3978,0.17,-1.8127,-78.7298,2025-05-15
Potato,Early Blight,3146,0.33,-0.8704,-79.4259,2025-10-13
Tomato,Spider Mites,931,0.79,-0.3434,-78.6774,2026-01-28
Tomato,Yellow Leaf Curl Virus,921,0.86,-0.2305,-78.4792,2025-08-26
Tomato,Target Spot,2523,0.6,-1.2162,-78.415,2026-01-02
Potato,Late Blight,3134,0.4,-2.8396,-79.0589,2025-06-09
Potato,Early Blight,3016,0.24,0.3835,-78.1276,2026-01-14
Potato,Late Blight,2880,0.4,0.0071,-76.875,2025-08-06
Tomato,Bacterial Spot,3795,0.45,-1.3237,-78.4848,2025-04-30
Potato,Common Scab,1552,0.38,-0.4675,-78.5002,2025-06-15
Potato,Early Blight,1736,0.3,-2.3007,-78.1787,2025-07-03
Tomato,Yellow Leaf Curl Virus,3503,0.71,-0.7673,-80.2694,2025-04-24
Potato,Black Scurf,746,0.34,-0.0472,-76.8435,2025-04-01
Potato,Common Scab,4546,0.66,-1.2154,-80.2884,2026-01-30
Potato,Late Blight,3482,0.41,0.1815,-78.1471,2025-06-12
Tomato,Septoria Leaf Spot,675,0.45,-0.0695,-76.968,2025-11-11
Potato,Early Blight,231,0.48,-2.3677,-78.056,2025-10-13
Tomato,Late Blight,3444,0.82,-0.2958,-78.489,2025-11-18
Potato,Late Blight,3322,0.85,0.2679,-78.04,2025-10-06
Potato,Black Scurf,3930,0.82,-2.2551,-79.717,2026-02-24
Tomato,Target Spot,1333,0.43,-2.3395,-78.0188,2025-09-23
Potato,Early Blight,2965,0.11,-3.9708,-79.1072,2025-05-07
Tomato,Bacterial Spot,2085,0.6,-4.0156,-78.9353,2025-10-04
Tomato,Yellow Leaf Curl Virus,1898,0.19,0.5017,-78.0337,2025-06-13
Tomato,Leaf Mold,66,0.34,-1.0703,-78.6396,2025-11-27
Potato,Common Scab,2431,0.79,-0.9464,-78.6734,2025-05-28
Potato,Black Scurf,2148,0.95,0.2396,-77.0042,2025-06-29
Tomato,Target Spot,4648,0.72,-2.808,-78.9839,2025-05-18
Potato,Common Scab,3743,0.23,-0.2628,-77.1381,2025-07-27
Tomato,Bacterial Spot,3353,0.72,-1.1744,-78.5495,2025-03-27
Potato,Common Scab,1623,0.54,-1.1252,-77.7692,2025-09-29
Tomato,Spider Mites,4534,0.48,-1.0083,-78.3854,2025-08-21
Potato,Early Blight,3298,0.73,-1.1822,-78.6368,2025-12-01
Tomato,Yellow Leaf Curl Virus,2895,0.95,0.248,-78.2544,2025-08-06
Tomato,Leaf Mold,4066,0.53,-1.0901,-79.5232,2025-09-12
Potato,Common Scab,3606,0.41,-1.0889,-80.2557,2025-09-04
Potato,Black Scurf,3548,0.93,-2.3958,-78.1916,2025-11-18
Potato,Common Scab,1616,0.37,-0.9606,-78.7481,2025-10-09
Tomato,Spider Mites,4907,0.76,0.1915,-76.837,2025-04-02
Potato,Early Blight,1304,0.56,-2.162,-79.4912,2025-07-31
Potato,Black Scurf,1738,0.54,0.2469,-78.2041,2026-02-22
Tomato,Late Blight,3828,0.84,-1.132,-77.8667,2025-08-28
Tomato,Yellow Leaf Curl Virus,528,0.5,-0.4238,-76.9504,2025-05-09
Potato,Late Blight,66,0.81,-2.718,-79.0615,2025-10-18
Potato,Late Blight,4358,0.85,-2.2034,-80.156,2025-04-11
Potato,Late Blight,869,0.82,-1.0499,-79.3188,2026-01-24
Tomato,Target Spot,4132,0.76,-2.0446,-79.7181,2025-03-29
Potato,Late Blight,1446,0.62,-0.9736,-79.3856,2025-07-23
Potato,Common Scab,2601,1.0,0.2464,-78.045,2025-06-12
Tomato,Septoria Leaf Spot,1537,0.36,-0.4199,-77.0398,2025-10-01
Tomato,Bacterial Spot,869,0.9,-1.0997,-78.4799,2025-10-02
Potato,Common Scab,1789,0.57,-1.1996,-80.5239,2025-07-31
Potato,Early Blight,1531,0.56,-3.9525,-79.1161,2025-05-30
Tomato,Spider Mites,943,0.45,-1.6535,-78.7513,2025-07-13
Potato,Early Blight,3228,0.38,-0.8415,-77.8281,2025-07-26
Tomato,Yellow Leaf Curl Virus,556,0.19,-1.3637,-78.5635,2025-12-06
Tomato,Bacterial Spot,677,0.82,0.4384,-77.9649,2025-09-21
Tomato,Late Blight,2649,0.55,-4.2381,-79.1532,2025-10-13
Tomato,Septoria Leaf Spot,305,0.3,-2.8883,-78.9727,2025-03-27
Potato,Early Blight,3640,0.25,0.15,-76.8308,2025-08-20
Tomato,Septoria Leaf Spot,305,0.36,-0.2567,-77.027,2025-04-21
Tomato,Leaf Mold,2901,0.31,-2.1527,-79.7024,2025-08-25
Potato,Common Scab,1998,0.94,-0.1193,-78.5259,2025-10-19
Potato,Black Scurf,627,0.51,-1.488,-77.962,2025-06-17
Tomato,Leaf Mold,4729,0.68,-1.5689,-78.6363,2025-12-31
Tomato,Spider Mites,275,0.92,-0.8667,-80.2441,2025-08-19
Tomato,Leaf Mold,1383,0.21,-2.9575,-79.056,2025-11-06
Potato,Black Scurf,2647,0.39,-0.8915,-79.4529,2025-05-27
Potato,Common Scab,1556,0.98,-0.873,-78.6631,2026-02-03
Potato,Common Scab,4380,0.18,-0.8295,-80.1436,2025-07-25
Potato,Common Scab,3514,0.31,-1.2047,-78.5444,2026-01-15
Potato,Early Blight,1847,0.27,0.1373,-76.9754,2025-06-06
Tomato,Leaf Mold,635,0.74,-0.1204,-78.4314,2025-11-13
Tomato,Late Blight,4766,0.74,-1.9044,-78.8213,2025-11-04
Potato,Black Scurf,3496,0.29,-1.0643,-79.532,2026-02-02
Potato,Black Scurf,2978,0.59,-3.1065,-78.9472,2025-12-28
Potato,Early Blight,283,0.32,-2.0502,-79.7745,2025-11-30
Potato,Common Scab,2612,0.98,-2.9365,-78.9683,2025-06-24
Tomato,Leaf Mold,1882,0.89,-0.4592,-76.9905,2025-04-29
Potato,Black Scurf,4908,0.94,-1.5969,-78.8404,2025-12-07
Tomato,Septoria Leaf Spot,169,0.89,-0.9626,-79.3539,2025-08-17
Tomato,Leaf Mold,4425,0.98,-1.2724,-78.3622,2025-07-18
Tomato,Leaf Mold,2436,0.11,-2.8938,-78.9911,2026-03-01
Tomato,Late Blight,3546,0.41,-1.356,-78.7083,2025-11-28
Potato,Black Scurf,134,0.1,0.1158,-76.9635,2026-02-03
Potato,Late Blight,376,0.92,-0.5805,-77.0487,2025-08-23
Potato,Late Blight,1318,0.55,-1.3351,-77.984,2025-09-28
Potato,Late Blight,494,0.74,0.2342,-77.9903,2025-11-29
Potato,Early Blight,3803,0.66,-1.0729,-80.175,2025-06-20
Tomato,Yellow Leaf Curl Virus,2524,0.99,-0.0511,-76.9123,2025-08-03
Potato,Late Blight,1834,0.19,-3.881,-79.174,2025-04-02
Tomato,Septoria Leaf Spot,623,0.28,-2.1572,-78.1181,2026-01-09
Tomato,Bacterial Spot,1866,0.65,0.1315,-76.6927,2026-01-17
Potato,Black Scurf,1557,0.71,0.2235,-76.9048,2025-05-15
Tomato,Late Blight,1244,0.65,-1.0956,-78.4678,2025-08-16
Tomato,Leaf Mold,267,0.22,-0.6344,-76.985,2025-12-13
Potato,Black Scurf,3009,0.21,-0.9797,-79.2414,2025-09-27
Potato,Common Scab,555,0.71,-1.2664,-79.448,2025-07-26
Potato,Late Blight,398,0.88,-1.2115,-78.8283,2025-06-12
Tomato,Leaf Mold,1214,0.4,-3.9358,-79.0268,2025-11-10
Potato,Common Scab,4743,0.1,-1.0961,-77.8223,2025-09-13
Tomato,Yellow Leaf Curl Virus,4917,0.58,-0.3656,-78.466,2026-01-13
Tomato,Target Spot,152,0.25,-2.1893,-78.1707,2025-08-06
Tomato,Late Blight,1964,0.72,-2.232,-79.9712,2025-10-01
Tomato,Septoria Leaf Spot,4886,0.48,-2.9793,-78.8166,2026-01-22
Potato,Early Blight,615,0.76,-1.7461,-78.7526,2026-03-13
Tomato,Late Blight,1536,0.43,-1.058,-77.8267,2025-05-17
Tomato,Bacterial Spot,4319,0.53,-1.7305,-77.9561,2025-04-01
Potato,Late Blight,3203,0.97,-1.0837,-79.6192,2025-09-24
Potato,Common Scab,1648,0.85,-0.6858,-78.5445,2026-03-04
Potato,Early Blight,4511,0.54,-2.0767,-79.9362,2026-02-07
Potato,Common Scab,2404,0.52,0.093,-77.0849,2025-08-21
Potato,Black Scurf,120,0.97,0.4244,-78.0545,2025-05-06
Potato,Early Blight,1487,0.29,-0.9063,-78.7316,2025-12-27
Tomato,Spider Mites,225,0.15,0.2408,-78.2197,2025-07-20
Tomato,Target Spot,4993,0.78,-1.0314,-77.5283,2025-08-18
Potato,Black Scurf,3132,0.31,-0.5017,-77.281,2026-01-27
Tomato,Bacterial Spot,506,0.23,-0.3241,-78.5111,2025-07-23
Potato,Black Scurf,2511,0.21,-1.151,-80.4626,2026-01-10
Potato,Early Blight,4193,0.88,-1.6478,-78.5531,2025-04-08
Tomato,Late Blight,4252,0.77,-1.4662,-78.1297,2025-03-25
Potato,Black Scurf,3927,0.98,-0.0129,-76.9822,2025-03-25
Potato,Common Scab,1888,0.65,-1.0816,-78.4577,2025-07-25
Tomato,Leaf Mold,3779,0.58,-3.9504,-79.0513,2026-01-18
Potato,Late Blight,560,0.15,-0.8298,-78.7111,2025-12-15
Potato,Late Blight,4040,0.83,-1.0545,-77.8842,2025-09-30
Tomato,Yellow Leaf Curl Virus,1047,0.67,-1.0037,-78.5685,2025-08-03
Tomato,Late Blight,2424,0.97,-0.9764,-78.4927,2025-06-27
Tomato,Spider Mites,1803,0.88,-0.5954,-76.9884,2025-08-19
Potato,Early Blight,660,0.22,-1.5078,-78.7483,2026-03-11
Potato,Black Scurf,3036,0.12,-3.0176,-79.0649,2025-10-20
Potato,Black Scurf,4739,0.25,-1.1851,-78.4485,2025-07-18
Tomato,Spider Mites,915,0.38,-2.2185,-78.383,2025-12-23
Tomato,Late Blight,4396,0.74,-1.5203,-77.9601,2026-01-14
Tomato,Septoria Leaf Spot,1265,0.34,-0.9343,-78.5773,2025-07-30
Potato,Black Scurf,4425,0.27,-0.864,-79.5701,2025-06-28
Tomato,Yellow Leaf Curl Virus,633,0.45,-2.171,-79.6441,2026-01-30
Potato,Early Blight,3214,0.19,0.044,-77.0818,2025-12-08
Tomato,Late Blight,1133,0.3,-1.1973,-80.4878,2025-08-22
Tomato,Target Spot,4734,0.33,-2.3435,-78.1478,2025-06-24
Potato,Common Scab,1488,0.21,-0.7593,-78.6041,2026-01-31
Potato,Early Blight,1433,0.54,-0.4149,-76.9418,2025-12-13
Tomato,Yellow Leaf Curl Virus,4002,0.94,-1.3465,-78.051,2025-07-24
Potato,Late Blight,3416,0.86,-2.1327,-79.703,2025-09-25
Potato,Late Blight,4817,0.15,-1.4887,-78.6876,2025-06-17
Potato,Early Blight,823,0.67,-0.5263,-77.0814,2025-11-27
Potato,Early Blight,2709,0.97,-2.0059,-78.2278,2025-10-07
Tomato,Yellow Leaf Curl Virus,3220,0.92,-1.2888,-77.8799,2025-07-25
Potato,Black Scurf,3066,0.71,-0.9091,-79.5475,2025-08-23
Potato,Black Scurf,1672,0.33,-0.8667,-79.3711,2025-07-02
Tomato,Target Spot,477,0.86,-1.0327,-80.2378,2025-08-23
Potato,Late Blight,972,0.73,-0.4613,-76.9471,2025-11-27
Potato,Black Scurf,1334,0.99,-0.1244,-78.2759,2026-02-23
Potato,Black Scurf,2505,0.34,-2.8328,-79.1368,2025-06-27
Tomato,Yellow Leaf Curl Virus,1805,0.6,-1.2822,-78.4894,2026-01-30
Tomato,Septoria Leaf Spot,2531,0.92,0.0039,-76.7747,2025-06-14
Tomato,Leaf Mold,3732,0.15,0.3753,-78.0737,2026-01-10
Potato,Late Blight,2663,0.62,-2.7702,-79.1273,2025-10-05
Potato,Early Blight,3992,0.95,-0.2437,-78.4937,2026-01-09
Potato,Black Scurf,450,0.71,-2.2292,-77.8421,2025-05-24
Tomato,Spider Mites,777,0.64,-0.8632,-78.4936,2025-08-25
Potato,Late Blight,914,0.38,-2.2436,-79.9056,2025-12-26
Tomato,Spider Mites,912,0.62,-0.4484,-76.9076,2026-03-01
Tomato,Late Blight,584,0.26,-2.9155,-79.1986,2025-11-11
Tomato,Septoria Leaf Spot,3313,0.8,-2.8302,-79.0165,2025-10-05
Tomato,Late Blight,3942,1.0,-1.1186,-80.3413,2025-04-29
Potato,Black Scurf,218,0.48,0.4475,-78.0854,2025-08-26
Potato,Late Blight,1035,0.6,-2.7128,-78.9658,2025-12-07
Potato,Black Scurf,396,0.58,-1.1501,-79.5963,2025-07-12
Potato,Common Scab,4449,0.27,-4.1492,-79.2279,2025-04-20
